date,time,time_part,National_positiver_rate,H1N1_positive_rate,H1N1_ILI%×positive%_national,H1N1_ILI%×positive%_national_lag_1_week,H1N1_ILI%×positive%_national_lag_2_week,H1N1_ILI%×positive%_national_lag_3_week,H1N1_ILI%×positive%_national_lag_4_week,H1N1_flu_season,holiday,trend_stage,absolute_humidity,uvindex,solarenergy,solarradiation,visibility,cloudcover,sealevelpressure,winddir,windspeed,humidity,feelslike,temp,DTR
201424,2014/6/11,pre,0.076292738,0.003108223,0.006739279,0.000650176,0.00114408,0.001137637,0.002652024,0,0,0,14.54238652,7.971565316,21.99015746,254.6079463,10.90464427,52.02515384,848.3208474,133.5092182,18.24572575,66.93905345,24.2074817,23.74346948,11.09934745
201425,2014/6/18,pre,0.076804916,0.00030722,0.000624541,0.000650176,0.000650176,0.00114408,0.001137637,0,0,0,15.31314322,7.257349984,20.01513333,231.7504022,11.12564552,58.36826939,848.3488226,152.3689733,17.78934203,69.59380128,24.70939511,23.91409166,10.45462013
201426,2014/6/25,pre,0.113079897,0.001610825,0.003244275,0.001201394,0.000650176,0.000650176,0.00114408,0,0,0,16.18361437,7.094966619,19.50997125,225.877935,10.39849984,64.07916969,848.394304,137.7280305,17.1637136,75.58707167,24.37028837,23.52761423,9.627289454
201427,2014/7/2,pre,0.122994652,0,0,0.001038815,0.001201394,0.000650176,0.000650176,0,0,0,16.9495019,7.192909428,19.68629947,227.9379756,11.08507883,63.40062842,848.6425988,161.6344585,16.34877534,73.93202019,25.93863316,24.77766249,9.788655284
201428,2014/7/9,pre,0.139943521,0.000313775,0.00068173,0.00072165,0.001038815,0.001201394,0.000650176,0,0,0,17.88772427,7.631294241,21.53575149,249.3937973,11.06226271,50.68654581,845.7475376,175.0239644,17.08249779,72.61636302,27.84391289,26.05844896,10.60731379
201429,2014/7/16,pre,0.183718029,0.000311915,0.000650316,0.00072165,0.00072165,0.001038815,0.001201394,0,0,0,17.35228001,7.12566361,19.55653455,226.4965895,12.88471183,56.89374698,842.8822917,188.8103453,18.50036398,73.11254927,26.81947796,25.39079291,9.950071388
201430,2014/7/23,pre,0.18838399,0.000601866,0.001268657,0.000121233,0.00072165,0.00072165,0.001038815,0,0,0,18.64008584,7.591115669,21.35133326,247.2089819,12.64452522,45.59909408,842.8225799,167.8435791,18.78390947,71.74319398,29.44925495,27.04875322,10.77096907
201431,2014/7/30,pre,0.215963952,0,0,0.002596515,0.000121233,0.00072165,0.00072165,0,0,0,17.86289769,7.677968147,21.38430965,247.6109707,12.3757169,43.06473013,843.3155376,156.7388504,17.77303331,70.949632,28.36280969,26.42226412,10.76550636
201432,2014/8/6,pre,0.193579767,0.000648508,0.002886601,0.003874948,0.002596515,0.000121233,0.00072165,0,0,0,18.94474298,7.626779682,21.10877072,244.419112,11.14967222,42.30224622,841.3688315,152.3782648,17.75713582,72.43686052,29.68053109,27.19371682,10.62794904
201433,2014/8/13,pre,0.180599872,0,0,0.003983854,0.003874948,0.002596515,0.000121233,0,0,0,16.78108075,6.900860682,18.24449807,211.2708696,11.64408985,64.87372104,847.4592212,155.2113266,17.08857988,75.81349441,25.3100547,24.17043919,9.357112693
201434,2014/8/20,pre,0.164934165,0,0,0.004597143,0.003983854,0.003874948,0.002596515,0,0,0,16.30704539,7.329663369,19.34013232,224.0074636,10.76207569,56.64250121,851.0479348,163.3015163,15.81053732,75.07773488,24.59651002,23.8182724,10.04561917
201435,2014/8/27,pre,0.160855263,0,0,0.003042936,0.004597143,0.003983854,0.003874948,0,0,0,16.82036824,7.007329875,18.12588683,210.0041747,10.74352377,58.90015183,852.6802717,165.0895974,15.24465291,74.98870858,25.41181528,24.41248291,10.01765505
201436,2014/9/3,pre,0.119081779,0.000286944,0.000484933,0.002211864,0.003042936,0.004597143,0.003983854,0,0,0,16.10709719,7.261231098,18.6147603,215.5366373,11.82065336,55.22066341,853.6800937,156.1265213,15.99272945,74.73946469,24.49099903,23.6629404,10.19097189
201437,2014/9/10,pre,0.098961713,0.003569111,0.009901128,0.003824707,0.002211864,0.003042936,0.004597143,0,0,0,16.29318157,7.144858028,18.07632622,209.335478,11.32517194,53.05210244,851.4924288,153.4786891,16.28291305,75.44657336,24.61815074,23.49977981,10.26228785
201438,2014/9/17,pre,0.078774063,0.001519757,0.00511373,0.003520755,0.003824707,0.002211864,0.003042936,0,0,0,14.8634797,6.477980213,15.91021859,184.3025529,11.28971807,64.85900901,853.825003,126.3012146,18.91435409,78.05476693,22.05766772,21.33224542,8.964219356
201439,2014/9/24,pre,0.061802129,0.000259673,0.000435625,0.002898537,0.003520755,0.003824707,0.002211864,0,0,0,13.210352,7.22508446,18.06205257,209.1620154,11.00403093,45.01190175,855.6751669,141.5737703,16.58405224,75.16659126,20.14507119,19.89990549,10.39596203
201440,2014/10/1,pre,0.044374563,0.000698812,0.00293809,0.00301948,0.002898537,0.003520755,0.003824707,1,1,0,13.79313527,6.963974019,16.86789535,195.3629595,9.998590333,45.4527208,855.8950099,150.0724341,17.09111366,75.94307634,20.95804376,20.46461954,10.19547941
201441,2014/10/8,pre,0.033079486,0.001427891,0.003684299,0.002384565,0.00301948,0.002898537,0.003520755,1,0,0,10.45119857,7.33328306,17.89164556,207.242646,11.14044703,30.60073299,858.7989161,123.6717131,18.62473758,69.81501569,16.96435912,17.19934544,11.75394547
201442,2014/10/15,pre,0.026718199,0.000840195,0.001789443,0.002866283,0.002384565,0.00301948,0.002898537,1,0,0,9.71134384,6.806085103,16.10740328,186.5602588,9.23934001,34.30517214,861.3558549,143.1444649,19.18125805,68.99421151,16.01395693,16.30243022,11.26241956
201443,2014/10/22,pre,0.035896248,0.003242242,0.006886996,0.003029274,0.002866283,0.002384565,0.00301948,1,0,0,9.722351267,6.464878942,15.1528123,175.4685168,10.31967604,35.98680422,859.429958,174.168194,17.71337979,67.60703628,15.67159146,15.99915943,11.95729067
201444,2014/10/29,pre,0.028811777,0.00084122,0.001722282,0.004541549,0.003029274,0.002866283,0.002384565,1,0,0,10.25214254,5.868816361,13.35863397,154.758263,8.887236567,41.36538972,858.9785574,154.4483068,18.87229831,72.86413289,15.454411,15.84066623,10.70953588
201445,2014/11/5,pre,0.039641944,0.000568343,0.001195426,0.003787515,0.004541549,0.003029274,0.002866283,1,0,0,7.791544202,5.435740428,12.02848195,139.3672901,10.41416506,50.56898227,862.4122104,154.7765022,18.83447555,70.68710184,11.16876609,11.93799469,9.257011141
201446,2014/11/12,pre,0.045011902,0.000865614,0.002273214,0.003224004,0.003787515,0.004541549,0.003029274,1,0,0,6.904611381,5.396386342,11.87774594,137.5694468,10.42181166,40.98306689,863.1350105,143.4011845,17.41305905,69.29274353,8.944360319,9.9822062,10.22065436
201447,2014/11/19,pre,0.069308985,0.001867607,0.004347339,0.003054377,0.003224004,0.003787515,0.004541549,1,0,0,6.149206206,5.401574566,11.70146799,135.5270622,10.00391731,35.91110642,864.2495244,170.6587597,18.12964527,67.02978704,7.027055179,8.399114181,10.64480273
201448,2014/11/26,pre,0.08370895,0.001073192,0.003649154,0.001219327,0.003054377,0.003224004,0.003787515,1,0,0,7.388287901,4.939631596,10.48044261,121.4059484,8.199920568,43.04098597,861.4783573,157.559197,17.16026183,74.40904018,8.219206485,9.354123429,10.0465814
201449,2014/12/3,pre,0.119755245,0.000874126,0.00184739,0.001689524,0.001219327,0.003054377,0.003224004,1,0,0,5.526360082,4.59325732,9.549352477,110.6483571,9.256446069,51.6841347,862.3791707,148.9440839,20.6317648,72.94576698,4.269824847,6.116450489,9.239530043
201450,2014/12/10,pre,0.161879896,0.002983961,0.008322312,0.002161748,0.001689524,0.001219327,0.003054377,1,0,0,3.914791785,5.01132159,10.58104589,122.6021015,11.41030607,37.26535453,866.2242409,189.1748894,21.70281733,61.83242339,-1.123467664,1.823458615,9.621790541
201451,2014/12/17,pre,0.195472441,0.000590551,0.001331204,0.00200106,0.002161748,0.001689524,0.001219327,1,0,0,3.311167016,5.109827462,10.82238578,125.3237372,11.01382421,37.08725969,869.1039113,182.4929798,19.86272925,60.54349461,-1.990810006,0.753705156,10.68497225
201452,2014/12/24,pre,0.239625167,0.000573723,0.001395109,0.002666246,0.00200106,0.002161748,0.001689524,1,0,0,3.487885821,5.009109556,10.58426138,122.5831092,10.43439712,33.54410091,867.5485863,183.3550163,20.98839789,61.41159206,-2.62924308,0.415412846,11.12973778
201501,2014/12/31,pre,0.215734896,0.000450857,0.001168884,0.002059014,0.002666246,0.00200106,0.002161748,1,0,0,3.917846325,5.065747667,10.69789052,123.8994118,8.943147724,31.67822153,886.0814572,184.2418929,17.33028174,65.15181487,-0.202775097,2.082369088,11.69893018
201502,2015/1/7,pre,0.208633094,0.00039968,0.000982112,0.001925469,0.002059014,0.002666246,0.00200106,1,0,0,4.229422747,4.692205599,9.706351553,112.3727538,8.710731377,36.15126086,983.6262018,186.5353705,17.06613679,61.77845077,0.965264036,3.038731701,10.69260377
201503,2015/1/14,pre,0.211350975,0.001218663,0.003211992,0.002605167,0.001925469,0.002059014,0.002666246,1,0,0,4.229583526,4.532486728,9.360201497,108.4998844,8.329436133,44.51832871,1026.51423,178.4857887,15.6622245,64.28790219,0.702902791,2.612783543,9.836991234
201504,2015/1/21,pre,0.217996604,0.001018676,0.003284005,0.002749369,0.002605167,0.001925469,0.002059014,1,0,0,4.105850113,5.307563144,11.40719112,132.1798354,7.71884552,33.95701215,1026.57759,169.9367369,16.04643662,63.36938948,1.003274815,2.939391289,10.51409468
201505,2015/1/28,pre,0.187843058,0.000203293,0.000526131,0.004121293,0.002749369,0.002605167,0.001925469,1,0,0,4.717887085,4.303511101,8.88458615,102.9464768,7.551761583,56.26762187,1022.995253,153.7201255,16.01997667,69.65773508,1.179369772,3.16781793,9.005749278
201506,2015/2/4,pre,0.17184265,0.001242236,0.003642857,0.0037794,0.004121293,0.002749369,0.002605167,1,0,0,3.694000622,4.923996542,10.31116072,119.4770884,8.743343793,58.34551058,1030.462321,149.5816351,16.06517154,65.92710948,-1.974635015,0.402277389,7.893210063
201507,2015/2/11,pre,0.158491772,0.00031954,0.000783063,0.003066264,0.0037794,0.004121293,0.002749369,1,0,0,3.749281708,6.031229891,13.39277268,155.0653887,8.952932956,37.75907236,1026.459919,180.4853252,16.10559444,57.93210365,0.701541385,2.665498311,10.93568412
201508,2015/2/18,pre,0.154396728,0.000766871,0.002749826,0.002651173,0.003066264,0.0037794,0.004121293,1,1,0,5.45576121,5.754122426,12.66984898,146.7228715,8.278259733,42.71623432,1018.107609,175.652013,17.31072032,61.99953145,5.015427926,6.549764718,11.10599964
201509,2015/2/25,pre,0.14992272,0.001324796,0.003244923,0.001932409,0.002651173,0.003066264,0.0037794,1,0,0,5.999689594,4.863668356,10.54401243,122.1836722,8.500677687,65.36668778,1018.921347,153.5640404,18.291728,70.06096867,5.093242236,6.810444818,8.168126609
201510,2015/3/4,pre,0.138029316,0.001628664,0.004219662,0.002007014,0.001932409,0.002651173,0.003066264,1,0,0,4.745157073,5.391771236,12.03686354,139.4609426,10.3396326,60.93718931,1021.01214,157.3354046,18.05755309,65.31148146,2.765463119,4.70003117,8.591644545
201511,2015/3/11,pre,0.149582837,0.00238379,0.006270762,0.002259952,0.002007014,0.001932409,0.002651173,1,0,0,5.147558441,6.197976995,14.34174007,166.1016731,9.910137148,56.5196509,1021.155532,160.7648679,17.92451637,61.39437239,4.917921494,6.526170366,9.885867119
201512,2015/3/18,pre,0.147306076,0.000573175,0.001382253,0.001998152,0.002259952,0.002007014,0.001932409,1,0,0,7.034523269,6.18302566,14.46314953,167.58786,9.14523005,56.42938285,1018.212938,167.3541878,18.41592765,63.14013534,8.560508166,9.83621903,9.735453869
201513,2015/3/25,pre,0.146914168,0.000158655,0.000392377,0.001671711,0.001998152,0.002259952,0.002007014,1,0,0,6.932117932,6.481167552,15.26756656,176.8710525,9.747107264,60.9165812,1020.33032,152.0824878,18.37471545,61.82283724,11.089154,11.84225386,9.548892979
201514,2015/4/1,pre,0.123768473,0.001026273,0.002559301,0.001998171,0.001671711,0.001998152,0.002259952,1,0,0,8.897028738,7.119248713,17.3853121,201.3807704,10.38109717,52.23803793,1015.934719,164.6399021,20.0020582,62.14591981,14.57809182,15.01632079,11.23810831
201515,2015/4/8,pre,0.105493304,0.001913091,0.003395704,0.002342284,0.001998171,0.001671711,0.001998152,0,0,0,8.044232116,5.605725145,13.17776203,152.6352196,9.362298906,73.35824284,1014.370977,123.221321,20.16759974,73.20694579,11.29322917,12.07139539,8.315782859
201516,2015/4/15,pre,0.084006462,0.000923148,0.001680673,0.002506056,0.002342284,0.001998171,0.001671711,0,0,0,6.981336784,7.940516409,20.39603745,236.1690879,11.95375543,48.71450592,1020.218061,177.8901464,20.29037665,58.59610682,11.97152007,12.83690577,11.30788892
201517,2015/4/22,pre,0.073228973,0.000795967,0.001404132,0.002467598,0.002506056,0.002342284,0.001998171,0,0,0,8.72491686,6.970197877,17.43311414,201.9001458,11.11961873,60.96522483,1012.925352,171.4545236,19.66235421,61.12748552,15.65431749,15.92754887,10.59252936
201518,2015/4/29,pre,0.070273632,0.000829187,0.001512097,0.003112688,0.002467598,0.002506056,0.002342284,0,0,0,10.16858132,8.177364865,21.57885196,249.8952291,11.53968288,50.73503258,1013.456314,179.782906,19.0639338,58.34747527,19.16543698,19.23078648,12.39234536
201519,2015/5/6,pre,0.058110272,0.001143903,0.00208994,0.002918845,0.003112688,0.002467598,0.002506056,0,0,0,11.76332955,7.369882159,18.94473235,219.3910996,10.69690919,55.28652369,1009.964104,166.2059695,18.74901364,65.68019325,20.50839768,20.28108712,10.50783663
201520,2015/5/13,pre,0.049716803,0.001573317,0.002986513,0.003028308,0.002918845,0.003112688,0.002467598,0,0,0,10.90534413,7.458514318,19.45205116,225.2301541,12.01507099,62.3900177,1010.030298,169.3240649,21.19875121,64.2241353,18.90322454,18.83994933,10.37033563
201521,2015/5/20,pre,0.049471929,0.001389661,0.002780587,0.003224275,0.003028308,0.002918845,0.003112688,0,0,0,12.1728926,7.095278314,18.5219856,214.5496431,11.97620958,63.3616725,1007.08416,172.9118565,19.54570866,65.77103141,20.72694659,20.50385196,9.851028598
201522,2015/5/27,pre,0.063432836,0.000995025,0.002167183,0.003444935,0.003224275,0.003028308,0.002918845,0,0,0,12.95860739,6.956965895,18.4936213,214.1741253,11.32848596,59.36054839,1007.155467,159.7397945,17.32467423,65.59770552,22.26229488,21.75585184,9.857227315
201523,2015/6/3,pre,0.098074922,0.000780437,0.001936109,0.003550714,0.003444935,0.003224275,0.003028308,0,0,0,14.31099325,7.183417793,18.90091599,218.8494289,11.17039495,65.54729529,1006.586601,174.2534257,17.88178893,67.80918597,23.87416144,23.15335224,9.709983312
201524,2015/6/10,pre,0.126073705,0.002216681,0.005566871,0.002899455,0.003550714,0.003444935,0.003224275,0,0,0,14.20102425,7.289313868,19.17866393,222.0789937,12.22172519,68.32160654,1006.420082,180.5234064,19.13928169,66.28498834,23.98399393,23.32161258,9.693054214
201525,2015/6/17,pre,0.167021843,0.000799148,0.002005217,0.002219461,0.002899455,0.003550714,0.003444935,0,0,0,14.8604395,7.302043115,19.84331363,229.780695,12.6903294,65.30860481,1004.921118,176.4281029,18.41244369,66.12970962,25.09970238,24.23418296,9.714219355
201526,2015/6/24,pre,0.174044542,0.000549904,0.002605035,0.000607083,0.002219461,0.002899455,0.003550714,0,0,0,16.46722878,7.065074003,18.83098053,218.1774373,11.61600607,67.79448199,1005.414684,141.9644788,16.90239704,71.57737995,25.96575873,24.72896055,8.991679736
201527,2015/7/1,pre,0.215859031,0.000550661,0.002719976,0,0.000607083,0.002219461,0.002899455,0,0,0,17.8365671,6.400900901,16.96219836,196.4984476,10.7723345,74.15083152,1003.654578,159.254218,17.09201356,75.65227136,26.98323882,25.23889358,7.83379585
201528,2015/7/8,pre,0.196108949,0.002853437,0.006449512,0,0,0.000607083,0.002219461,0,0,0,15.33621841,6.534970238,17.28922338,200.2547529,11.56746099,67.76221244,1005.593551,155.3640343,16.68537645,73.0611758,23.81540883,23.28731801,8.582611406
201529,2015/7/15,pre,0.207011686,0.001112966,0.002428331,0.000251736,0,0,0.000607083,0,0,0,17.33817083,7.50896879,20.67966538,239.4725909,10.49421352,52.62340432,1005.070016,162.6789726,15.83378479,70.08239624,27.70963542,26.13603001,9.755065557
201530,2015/7/22,pre,0.212630507,0,0,0.000621455,0.000251736,0,0,0,0,0,17.56455278,6.753328105,17.85813727,206.8215945,10.82388192,64.97160654,1004.887467,149.4438998,15.93693794,73.97408905,26.71138293,25.40790802,8.668187941
201531,2015/7/29,pre,0.227608008,0,0,0.000621455,0.000621455,0.000251736,0,0,0,0,18.53211955,7.650951175,20.75171835,240.3564964,12.26256134,52.13971505,1005.690903,180.6003982,16.37618043,73.03785895,28.62441381,26.67264016,9.453499037
201532,2015/8/5,pre,0.195447798,0,0,0.000621455,0.000621455,0.000621455,0.000251736,0,0,0,18.82292037,7.810780647,20.89998392,242.0614362,13.3868746,49.1083635,1005.277389,163.4189823,16.94317387,70.24918658,30.22625584,27.6932905,9.654586953
201533,2015/8/12,pre,0.180611222,0,0,0.000369718,0.000621455,0.000621455,0.000621455,0,0,0,18.58639486,6.586832368,16.83699023,194.9954885,11.33258325,63.02786659,1006.251938,164.7316361,17.14241373,76.55543055,27.51929195,25.88641912,8.422350587
201534,2015/8/19,pre,0.156563545,0,0,0,0.000369718,0.000621455,0.000621455,0,0,0,18.09991402,6.843790219,17.49025801,202.5931588,10.97028234,57.16598395,1007.230417,164.9258517,14.9099079,75.95896075,27.08089809,25.5491725,8.849764721
201535,2015/8/26,pre,0.141140302,0.000558971,0.001006945,0,0,0.000369718,0.000621455,0,0,0,16.57171582,7.030204312,17.9430502,207.8304275,10.22484817,55.76785714,1007.793145,169.168556,14.32729649,73.45677083,25.41255631,24.52310972,9.211105413
201536,2015/9/2,pre,0.101729107,0.000864553,0.001478873,0,0,0,0.000369718,0,0,0,16.54581876,6.622576818,16.59263292,192.2002936,10.64968428,57.89363035,1009.479416,130.4872878,14.30933478,76.12765645,24.48909669,23.81017636,8.992694259
201537,2015/9/9,pre,0.084798345,0,0,0.000103994,0,0,0,0,0,0,15.78382249,6.470489463,15.87877956,183.8574485,11.50053793,57.27810992,1011.494997,133.4282788,15.32572796,75.82257883,23.70901203,23.02125161,8.74723898
201538,2015/9/16,pre,0.05423341,0,0,0.000225969,0.000103994,0,0,0,0,0,13.16268951,6.25151826,14.96877414,173.3492067,11.89107043,60.74225286,1016.136287,146.5892485,15.20043034,72.44426882,20.86819297,20.64659347,8.890075008
201539,2015/9/23,pre,0.031158455,0,0,0.000608378,0.000225969,0.000103994,0,0,0,0,14.48150276,6.15809001,14.63908161,169.5758316,10.16620415,55.75791607,1013.248565,152.2187742,13.78825008,75.50753902,21.96719756,21.53068694,9.468969195
201540,2015/9/30,pre,0.025918944,0,0,0.000608378,0.000608378,0.000225969,0.000103994,1,0,0,13.41328376,5.948540058,13.95003519,161.6066763,10.3827934,57.48064069,1012.304123,153.6605575,16.56404843,73.53312923,20.98672177,20.65248452,9.056224863
201541,2015/10/7,pre,0.021340756,0,0,0.001259001,0.000608378,0.000608378,0.000225969,1,1,0,11.56921265,5.1231801,11.56003559,133.8620476,11.06320685,62.29028616,1017.480662,160.7681568,18.44468207,71.76750925,18.10166305,18.1518561,8.594243685
201542,2015/10/14,pre,0.017463397,0,0,0.001752708,0.001259001,0.000608378,0.000608378,1,0,0,9.510192153,6.504866474,15.30078327,177.2022563,11.25724341,39.0842453,1018.089078,176.9546916,16.245221,64.18920025,16.81564914,17.01256737,11.14706303
201543,2015/10/21,pre,0.016219239,0.000186428,0.000415974,0.003763825,0.001752708,0.001259001,0.000608378,1,0,0,10.14000285,6.536227076,15.34617419,177.7684926,9.429038971,27.69833294,1016.974033,154.0263303,15.02918577,64.65805281,17.48235602,17.68320564,12.14299389
201544,2015/10/28,pre,0.014240838,0.000209424,0.0004879,0.011968594,0.003763825,0.001752708,0.001259001,1,0,0,9.906931062,4.934131677,10.79880349,125.1797871,8.639234435,52.88708072,1019.061246,136.773342,16.65279722,72.08519346,15.190441,15.46278757,8.843779159
201545,2015/11/4,pre,0.013816344,0.000673968,0.001529637,0.028333795,0.011968594,0.003763825,0.001752708,1,0,0,7.853166017,4.960505148,10.72854227,124.3009753,10.49021477,53.68753218,1022.582313,171.8483219,16.77869611,68.28610441,11.08757742,11.84825752,8.896642736
201546,2015/11/11,pre,0.020504732,0,0,0.052541723,0.028333795,0.011968594,0.003763825,1,0,0,8.335235946,3.670326577,7.646839809,88.66470098,7.727934967,68.17018682,1022.08747,141.6541365,17.05610823,77.09916949,10.42885698,11.2762317,7.292092986
201547,2015/11/18,pre,0.019303483,0.00119403,0.003018467,0.083647617,0.052541723,0.028333795,0.011968594,1,0,0,8.982883827,3.646577381,7.367051762,85.38387227,6.377826376,71.91036438,1020.403273,135.7890112,14.13655587,83.13038932,10.60030064,11.20085163,6.492709339
201548,2015/11/25,pre,0.024064171,0.001028383,0.002462728,0.120059134,0.083647617,0.052541723,0.028333795,1,0,0,6.732814842,3.52910835,7.149073962,82.92580036,8.602352799,69.64571972,1024.220315,121.3085586,16.66423645,78.68291204,6.270166708,7.737547257,6.364906089
201549,2015/12/2,pre,0.031882281,0.004087472,0.009574106,0.16508316,0.120059134,0.083647617,0.052541723,1,0,0,5.559731459,3.950098536,7.953404521,92.23166526,8.328823802,59.10818754,1026.552851,160.6391108,15.51854388,76.01613176,2.19619128,4.004581925,7.655217383
201550,2015/12/9,pre,0.043143762,0.013576708,0.032819075,0.204508229,0.16508316,0.120059134,0.083647617,1,0,0,5.418265044,3.853945463,7.720268259,89.47163671,8.860636865,57.65662303,1023.970396,176.2515615,16.11258446,73.74868887,2.910675072,4.643327704,7.545413047
201551,2015/12/16,pre,0.075183374,0.026283619,0.068479272,0.24249974,0.204508229,0.16508316,0.120059134,1,0,0,4.679881534,3.972731661,8.051273931,93.34776887,8.064723096,53.848896,1026.101176,146.1542874,15.50469856,72.2629585,2.163264157,3.87509552,7.495474381
201552,2015/12/23,pre,0.100723428,0.035429419,0.09929444,0.286010733,0.24249974,0.204508229,0.16508316,1,0,0,4.845380777,3.886361809,7.780800555,90.16679435,8.066851673,51.98274111,1026.874412,185.4422539,15.33523166,70.31602116,1.103325089,3.004927807,8.067910433
201553,2015/12/30,pre,0.123318386,0.044027721,0.133997681,0.345028954,0.286010733,0.24249974,0.204508229,1,0,0,4.69335123,4.307201175,8.60711571,99.72047338,6.577370898,50.01805422,1027.671281,155.7535021,15.01761684,73.28677707,0.727844474,2.569658945,8.677982224
201601,2016/1/6,pre,0.165638607,0.059325109,0.178465141,0.353336327,0.345028954,0.286010733,0.24249974,1,0,0,5.436922627,4.172920689,8.448842705,97.91290421,5.953385417,46.72754183,1025.117599,166.3993123,14.22072173,74.23189853,2.335084861,4.01977558,9.4767093
201602,2016/1/13,pre,0.211609111,0.079353417,0.248575376,0.351268496,0.353336327,0.345028954,0.286010733,1,0,0,4.430937598,3.944126046,7.955119852,92.14350067,7.483129223,55.18244149,1024.706586,154.4555412,15.27976392,73.18974723,-0.897669322,1.326439833,7.543301561
201603,2016/1/20,pre,0.222335891,0.075703325,0.256994717,0.331721898,0.351268496,0.353336327,0.345028954,1,0,0,3.88719387,4.252081323,8.65760839,100.3644275,7.8826838,53.6797981,1023.721222,152.8331805,16.7760286,68.68276525,-2.570227036,0.007245415,8.23966176
201604,2016/1/27,pre,0.270765912,0.086479684,0.285963727,0.284292207,0.331721898,0.351268496,0.353336327,1,0,0,2.705273465,4.69599622,9.735289979,112.8644155,10.35437581,53.6841548,1032.569948,173.2043246,18.59495255,60.67541727,-7.077684607,-3.505884009,7.977841458
201605,2016/2/3,pre,0.278191489,0.104920213,0.352509112,0.28622004,0.284292207,0.331721898,0.351268496,1,0,0,3.438274441,4.972017777,10.46875,121.2975276,8.682361044,50.84738578,1028.910174,151.0294633,16.4950541,63.81736044,-3.622355616,-0.914001167,9.005893056
201606,2016/2/10,pre,0.228485532,0.113866967,0.484648259,0.289004075,0.28622004,0.284292207,0.331721898,1,1,0,4.055128805,6.185569498,13.86678029,160.5078226,10.32240489,27.37633929,1024.256108,196.4806487,17.42405084,55.66868968,1.382024214,3.333707367,12.92916365
201607,2016/2/17,pre,0.271811114,0.093435071,0.29022421,0.276573527,0.289004075,0.28622004,0.284292207,1,0,-1,4.208239608,5.275559041,11.42245516,132.3393642,11.08282456,57.53242841,1022.115213,178.2675083,18.87870013,61.0643008,2.224150378,4.358930583,10.04800816
201608,2016/2/24,pre,0.290459467,0.089259584,0.277692403,0.243295393,0.276573527,0.289004075,0.28622004,1,0,0,4.196855853,5.561414093,12.43954915,144.1297317,10.94405063,51.59831785,1026.881717,180.2779681,18.50987573,58.55039314,1.614634613,3.719044603,9.246276748
201609,2016/3/2,pre,0.306886485,0.08019921,0.274322718,0.208155631,0.243295393,0.276573527,0.289004075,1,0,1,5.005824475,7.166837597,16.88301159,195.5579965,10.09088541,31.42014358,1026.183583,181.5590885,17.31627655,57.77222088,4.780527069,6.317999921,12.60218288
201610,2016/3/9,pre,0.334841629,0.081447964,0.294929496,0.160170434,0.208155631,0.243295393,0.276573527,1,0,0,5.909113244,6.082508849,14.02240388,162.4467383,9.230613538,52.52729448,1019.594329,156.3660142,18.79051842,62.69226191,7.288542672,8.705846809,10.72367479
201611,2016/3/16,pre,0.363808323,0.076450189,0.297935541,0.127012463,0.160170434,0.208155631,0.243295393,1,0,-1,5.371492716,6.234083414,14.38022845,166.606791,9.755830717,54.15719916,1020.178262,156.5154762,17.58648951,60.47245315,5.261105416,6.915851233,8.992050758
201612,2016/3/23,pre,0.363982026,0.072761839,0.288828543,0.098202625,0.127012463,0.160170434,0.208155631,1,0,0,6.769848893,6.340291184,14.93753721,173.0085395,8.363533623,57.98184021,1017.342705,134.3997457,18.846507,63.01399715,10.54003178,11.30294905,9.797284228
201613,2016/3/30,pre,0.307692308,0.060392799,0.224600528,0.066297774,0.098202625,0.127012463,0.160170434,1,0,0,6.343919922,7.179727719,17.50823279,202.7851764,10.44182453,49.9307704,1021.893179,180.0765123,17.1318553,58.36490207,10.53063465,11.29266409,10.68867338
201614,2016/4/6,pre,0.280794369,0.053544495,0.16181696,0.049219388,0.066297774,0.098202625,0.127012463,1,0,0,9.001194987,6.495787082,15.6940617,181.7876368,10.26437218,66.0599079,1012.965092,165.3298313,20.28300555,63.00000201,15.25285051,15.6141168,10.1544673
201615,2016/4/13,pre,0.257695451,0.057477527,0.157376492,0.028949999,0.049219388,0.066297774,0.098202625,0,0,0,9.557443994,6.888915702,17.0037866,196.9481509,9.920255187,62.68437299,1010.878251,160.3321218,18.41409769,64.18897704,15.83732807,16.18016209,10.03642817
201616,2016/4/20,pre,0.194009714,0.039665407,0.096887754,0.020251141,0.028949999,0.049219388,0.066297774,0,0,0,9.627608736,6.914927204,17.02860964,197.2707338,10.99216438,65.38684645,1011.539265,180.7075099,20.37489543,67.69054658,15.62285333,15.92776102,9.852297501
201617,2016/4/27,pre,0.166204288,0.034552333,0.091968644,0.015142539,0.020251141,0.028949999,0.049219388,0,0,0,9.916568512,6.96660835,17.71325109,205.1584007,10.64649694,60.20771698,1010.986355,169.5541808,18.89399433,64.811212,17.10898186,17.23932694,10.07184886
201618,2016/5/4,pre,0.114213907,0.019268361,0.046577611,0.008720141,0.015142539,0.020251141,0.028949999,0,0,0,11.59039755,7.603955518,19.84819016,229.8126348,11.19334581,56.63196891,1009.614417,168.9131526,19.16300274,64.36911499,20.14883265,19.9503489,11.10438184
